Genes,Strains,Type,Dataset,Method
1573,410,core,MA,BF-MCL
1572,410,core,MA,BF-MCL
1571,410,core,MA,BF-MCL
1573,410,core,MA,BF-MCL
1571,410,core,MA,BF-MCL
1572,410,core,MA,BF-MCL
1572,410,core,MA,BF-MCL
1575,478,core,MA,BF-MCL
1570,478,core,MA,BF-MCL
1574,478,core,MA,BF-MCL
1573,478,core,MA,BF-MCL
1574,478,core,MA,BF-MCL
1574,478,core,MA,BF-MCL
1570,478,core,MA,BF-MCL
1575,478,core,MA,BF-MCL
1575,478,core,MA,BF-MCL
1572,478,core,MA,BF-MCL
1574,478,core,MA,BF-MCL
1571,478,core,MA,BF-MCL
1570,478,core,MA,BF-MCL
1571,478,core,MA,BF-MCL
1576,478,core,MA,BF-MCL
1575,478,core,MA,BF-MCL
1574,478,core,MA,BF-MCL
1572,478,core,MA,BF-MCL
1573,478,core,MA,BF-MCL
1573,478,core,MA,BF-MCL
1573,478,core,MA,BF-MCL
1575,478,core,MA,BF-MCL
1572,478,core,MA,BF-MCL
1573,478,core,MA,BF-MCL
1570,478,core,MA,BF-MCL
1574,478,core,MA,BF-MCL
1574,478,core,MA,BF-MCL
1574,478,core,MA,BF-MCL
1573,478,core,MA,BF-MCL
1572,478,core,MA,BF-MCL
1574,546,core,MA,BF-MCL
1574,546,core,MA,BF-MCL
1574,546,core,MA,BF-MCL
1574,546,core,MA,BF-MCL
1576,546,core,MA,BF-MCL
1574,546,core,MA,BF-MCL
1576,546,core,MA,BF-MCL
1572,546,core,MA,BF-MCL
1574,546,core,MA,BF-MCL
1573,546,core,MA,BF-MCL
1575,546,core,MA,BF-MCL
1575,546,core,MA,BF-MCL
1574,546,core,MA,BF-MCL
1573,546,core,MA,BF-MCL
1572,546,core,MA,BF-MCL
1573,546,core,MA,BF-MCL
1575,546,core,MA,BF-MCL
1573,546,core,MA,BF-MCL
1574,546,core,MA,BF-MCL
1574,546,core,MA,BF-MCL
1576,546,core,MA,BF-MCL
1573,546,core,MA,BF-MCL
1572,546,core,MA,BF-MCL
1573,546,core,MA,BF-MCL
1572,546,core,MA,BF-MCL
1576,546,core,MA,BF-MCL
1573,546,core,MA,BF-MCL
1575,546,core,MA,BF-MCL
1575,546,core,MA,BF-MCL
1575,546,core,MA,BF-MCL
1574,615,core,MA,BF-MCL
1574,615,core,MA,BF-MCL
1574,615,core,MA,BF-MCL
1574,615,core,MA,BF-MCL
1574,615,core,MA,BF-MCL
1574,615,core,MA,BF-MCL
1574,615,core,MA,BF-MCL
1574,615,core,MA,BF-MCL
1574,615,core,MA,BF-MCL
1574,615,core,MA,BF-MCL
1574,615,core,MA,BF-MCL
1574,615,core,MA,BF-MCL
1574,615,core,MA,BF-MCL
1574,615,core,MA,BF-MCL
1574,615,core,MA,BF-MCL
1574,615,core,MA,BF-MCL
1574,615,core,MA,BF-MCL
1574,615,core,MA,BF-MCL
1574,615,core,MA,BF-MCL
1574,615,core,MA,BF-MCL
1574,615,core,MA,BF-MCL
1574,615,core,MA,BF-MCL
1574,615,core,MA,BF-MCL
1574,615,core,MA,BF-MCL
1574,615,core,MA,BF-MCL
1574,615,core,MA,BF-MCL
1574,615,core,MA,BF-MCL
1574,615,core,MA,BF-MCL
1574,615,core,MA,BF-MCL
1574,615,core,MA,BF-MCL
1840,1,pan,MA,BF-MCL
1921,1,pan,MA,BF-MCL
1922,1,pan,MA,BF-MCL
1882,1,pan,MA,BF-MCL
1901,1,pan,MA,BF-MCL
1879,1,pan,MA,BF-MCL
1895,1,pan,MA,BF-MCL
1928,1,pan,MA,BF-MCL
1924,1,pan,MA,BF-MCL
1877,1,pan,MA,BF-MCL
1967,1,pan,MA,BF-MCL
1875,1,pan,MA,BF-MCL
1830,1,pan,MA,BF-MCL
1896,1,pan,MA,BF-MCL
1964,1,pan,MA,BF-MCL
1931,1,pan,MA,BF-MCL
1840,1,pan,MA,BF-MCL
1885,1,pan,MA,BF-MCL
1879,1,pan,MA,BF-MCL
1830,1,pan,MA,BF-MCL
2005,1,pan,MA,BF-MCL
1842,1,pan,MA,BF-MCL
1924,1,pan,MA,BF-MCL
1996,1,pan,MA,BF-MCL
1857,1,pan,MA,BF-MCL
1864,1,pan,MA,BF-MCL
1858,1,pan,MA,BF-MCL
1831,1,pan,MA,BF-MCL
1866,1,pan,MA,BF-MCL
1971,1,pan,MA,BF-MCL
3139,69,pan,MA,BF-MCL
3412,69,pan,MA,BF-MCL
3161,69,pan,MA,BF-MCL
3203,69,pan,MA,BF-MCL
3333,69,pan,MA,BF-MCL
3295,69,pan,MA,BF-MCL
3309,69,pan,MA,BF-MCL
3196,69,pan,MA,BF-MCL
3369,69,pan,MA,BF-MCL
3380,69,pan,MA,BF-MCL
3288,69,pan,MA,BF-MCL
3330,69,pan,MA,BF-MCL
3317,69,pan,MA,BF-MCL
3264,69,pan,MA,BF-MCL
3347,69,pan,MA,BF-MCL
3244,69,pan,MA,BF-MCL
3374,69,pan,MA,BF-MCL
3415,69,pan,MA,BF-MCL
3212,69,pan,MA,BF-MCL
3278,69,pan,MA,BF-MCL
3355,69,pan,MA,BF-MCL
3319,69,pan,MA,BF-MCL
3369,69,pan,MA,BF-MCL
3385,69,pan,MA,BF-MCL
3242,69,pan,MA,BF-MCL
3334,69,pan,MA,BF-MCL
3241,69,pan,MA,BF-MCL
3343,69,pan,MA,BF-MCL
3307,69,pan,MA,BF-MCL
3283,69,pan,MA,BF-MCL
3451,137,pan,MA,BF-MCL
3525,137,pan,MA,BF-MCL
3579,137,pan,MA,BF-MCL
3535,137,pan,MA,BF-MCL
3544,137,pan,MA,BF-MCL
3556,137,pan,MA,BF-MCL
3491,137,pan,MA,BF-MCL
3523,137,pan,MA,BF-MCL
3462,137,pan,MA,BF-MCL
3448,137,pan,MA,BF-MCL
3405,137,pan,MA,BF-MCL
3573,137,pan,MA,BF-MCL
3531,137,pan,MA,BF-MCL
3497,137,pan,MA,BF-MCL
3507,137,pan,MA,BF-MCL
3517,137,pan,MA,BF-MCL
3538,137,pan,MA,BF-MCL
3329,137,pan,MA,BF-MCL
3483,137,pan,MA,BF-MCL
3577,137,pan,MA,BF-MCL
3528,137,pan,MA,BF-MCL
3531,137,pan,MA,BF-MCL
3463,137,pan,MA,BF-MCL
3571,137,pan,MA,BF-MCL
3375,137,pan,MA,BF-MCL
3550,137,pan,MA,BF-MCL
3341,137,pan,MA,BF-MCL
3483,137,pan,MA,BF-MCL
3524,137,pan,MA,BF-MCL
3564,137,pan,MA,BF-MCL
3653,205,pan,MA,BF-MCL
3624,205,pan,MA,BF-MCL
3636,205,pan,MA,BF-MCL
3608,205,pan,MA,BF-MCL
3581,205,pan,MA,BF-MCL
3639,205,pan,MA,BF-MCL
3676,205,pan,MA,BF-MCL
3620,205,pan,MA,BF-MCL
3662,205,pan,MA,BF-MCL
3598,205,pan,MA,BF-MCL
3628,205,pan,MA,BF-MCL
3668,205,pan,MA,BF-MCL
3583,205,pan,MA,BF-MCL
3610,205,pan,MA,BF-MCL
3621,205,pan,MA,BF-MCL
3627,205,pan,MA,BF-MCL
3588,205,pan,MA,BF-MCL
3661,205,pan,MA,BF-MCL
3640,205,pan,MA,BF-MCL
3645,205,pan,MA,BF-MCL
3652,205,pan,MA,BF-MCL
3632,205,pan,MA,BF-MCL
3591,205,pan,MA,BF-MCL
3624,205,pan,MA,BF-MCL
3648,205,pan,MA,BF-MCL
3627,205,pan,MA,BF-MCL
3576,205,pan,MA,BF-MCL
3644,205,pan,MA,BF-MCL
3627,205,pan,MA,BF-MCL
3631,205,pan,MA,BF-MCL
3658,273,pan,MA,BF-MCL
3678,273,pan,MA,BF-MCL
3666,273,pan,MA,BF-MCL
3717,273,pan,MA,BF-MCL
3694,273,pan,MA,BF-MCL
3681,273,pan,MA,BF-MCL
3677,273,pan,MA,BF-MCL
3694,273,pan,MA,BF-MCL
3703,273,pan,MA,BF-MCL
3683,273,pan,MA,BF-MCL
3667,273,pan,MA,BF-MCL
3690,273,pan,MA,BF-MCL
3711,273,pan,MA,BF-MCL
3672,273,pan,MA,BF-MCL
3691,273,pan,MA,BF-MCL
3682,273,pan,MA,BF-MCL
3706,273,pan,MA,BF-MCL
3693,273,pan,MA,BF-MCL
3674,273,pan,MA,BF-MCL
3671,273,pan,MA,BF-MCL
3665,273,pan,MA,BF-MCL
3709,273,pan,MA,BF-MCL
3693,273,pan,MA,BF-MCL
3659,273,pan,MA,BF-MCL
3715,273,pan,MA,BF-MCL
3716,273,pan,MA,BF-MCL
3647,273,pan,MA,BF-MCL
3680,273,pan,MA,BF-MCL
3709,273,pan,MA,BF-MCL
3677,273,pan,MA,BF-MCL
3733,342,pan,MA,BF-MCL
3753,342,pan,MA,BF-MCL
3739,342,pan,MA,BF-MCL
3747,342,pan,MA,BF-MCL
3709,342,pan,MA,BF-MCL
3759,342,pan,MA,BF-MCL
3733,342,pan,MA,BF-MCL
3731,342,pan,MA,BF-MCL
3701,342,pan,MA,BF-MCL
3716,342,pan,MA,BF-MCL
3709,342,pan,MA,BF-MCL
3706,342,pan,MA,BF-MCL
3702,342,pan,MA,BF-MCL
3722,342,pan,MA,BF-MCL
3745,342,pan,MA,BF-MCL
3708,342,pan,MA,BF-MCL
3717,342,pan,MA,BF-MCL
3724,342,pan,MA,BF-MCL
3723,342,pan,MA,BF-MCL
3687,342,pan,MA,BF-MCL
3745,342,pan,MA,BF-MCL
3761,342,pan,MA,BF-MCL
3667,342,pan,MA,BF-MCL
3733,342,pan,MA,BF-MCL
3737,342,pan,MA,BF-MCL
3741,342,pan,MA,BF-MCL
3695,342,pan,MA,BF-MCL
3741,342,pan,MA,BF-MCL
3690,342,pan,MA,BF-MCL
3749,342,pan,MA,BF-MCL
3743,410,pan,MA,BF-MCL
3756,410,pan,MA,BF-MCL
3773,410,pan,MA,BF-MCL
3762,410,pan,MA,BF-MCL
3775,410,pan,MA,BF-MCL
3758,410,pan,MA,BF-MCL
3768,410,pan,MA,BF-MCL
3766,410,pan,MA,BF-MCL
3756,410,pan,MA,BF-MCL
3771,410,pan,MA,BF-MCL
3765,410,pan,MA,BF-MCL
3762,410,pan,MA,BF-MCL
3754,410,pan,MA,BF-MCL
3772,410,pan,MA,BF-MCL
3770,410,pan,MA,BF-MCL
3790,410,pan,MA,BF-MCL
3773,410,pan,MA,BF-MCL
3770,410,pan,MA,BF-MCL
3769,410,pan,MA,BF-MCL
3771,410,pan,MA,BF-MCL
3789,410,pan,MA,BF-MCL
3747,410,pan,MA,BF-MCL
3780,410,pan,MA,BF-MCL
3765,410,pan,MA,BF-MCL
3773,410,pan,MA,BF-MCL
3785,410,pan,MA,BF-MCL
3758,410,pan,MA,BF-MCL
3781,410,pan,MA,BF-MCL
3756,410,pan,MA,BF-MCL
3758,410,pan,MA,BF-MCL
3794,478,pan,MA,BF-MCL
3781,478,pan,MA,BF-MCL
3795,478,pan,MA,BF-MCL
3788,478,pan,MA,BF-MCL
3796,478,pan,MA,BF-MCL
3795,478,pan,MA,BF-MCL
3804,478,pan,MA,BF-MCL
3792,478,pan,MA,BF-MCL
3802,478,pan,MA,BF-MCL
3800,478,pan,MA,BF-MCL
3790,478,pan,MA,BF-MCL
3774,478,pan,MA,BF-MCL
3805,478,pan,MA,BF-MCL
3780,478,pan,MA,BF-MCL
3793,478,pan,MA,BF-MCL
3799,478,pan,MA,BF-MCL
3800,478,pan,MA,BF-MCL
3798,478,pan,MA,BF-MCL
3792,478,pan,MA,BF-MCL
3792,478,pan,MA,BF-MCL
3791,478,pan,MA,BF-MCL
3799,478,pan,MA,BF-MCL
3803,478,pan,MA,BF-MCL
3794,478,pan,MA,BF-MCL
3798,478,pan,MA,BF-MCL
3780,478,pan,MA,BF-MCL
3802,478,pan,MA,BF-MCL
3797,478,pan,MA,BF-MCL
3795,478,pan,MA,BF-MCL
3789,478,pan,MA,BF-MCL
3819,546,pan,MA,BF-MCL
3797,546,pan,MA,BF-MCL
3821,546,pan,MA,BF-MCL
3808,546,pan,MA,BF-MCL
3798,546,pan,MA,BF-MCL
3822,546,pan,MA,BF-MCL
3801,546,pan,MA,BF-MCL
3815,546,pan,MA,BF-MCL
3804,546,pan,MA,BF-MCL
3813,546,pan,MA,BF-MCL
3813,546,pan,MA,BF-MCL
3812,546,pan,MA,BF-MCL
3811,546,pan,MA,BF-MCL
3813,546,pan,MA,BF-MCL
3814,546,pan,MA,BF-MCL
3808,546,pan,MA,BF-MCL
3823,546,pan,MA,BF-MCL
3812,546,pan,MA,BF-MCL
3810,546,pan,MA,BF-MCL
3801,546,pan,MA,BF-MCL
3806,546,pan,MA,BF-MCL
3814,546,pan,MA,BF-MCL
3819,546,pan,MA,BF-MCL
3824,546,pan,MA,BF-MCL
3813,546,pan,MA,BF-MCL
3814,546,pan,MA,BF-MCL
3818,546,pan,MA,BF-MCL
3817,546,pan,MA,BF-MCL
3810,546,pan,MA,BF-MCL
3815,546,pan,MA,BF-MCL
3834,615,pan,MA,BF-MCL
3834,615,pan,MA,BF-MCL
3834,615,pan,MA,BF-MCL
3834,615,pan,MA,BF-MCL
3834,615,pan,MA,BF-MCL
3834,615,pan,MA,BF-MCL
3834,615,pan,MA,BF-MCL
3834,615,pan,MA,BF-MCL
3834,615,pan,MA,BF-MCL
3834,615,pan,MA,BF-MCL
3834,615,pan,MA,BF-MCL
3834,615,pan,MA,BF-MCL
3834,615,pan,MA,BF-MCL
3834,615,pan,MA,BF-MCL
3834,615,pan,MA,BF-MCL
3834,615,pan,MA,BF-MCL
3834,615,pan,MA,BF-MCL
3834,615,pan,MA,BF-MCL
3834,615,pan,MA,BF-MCL
3834,615,pan,MA,BF-MCL
3834,615,pan,MA,BF-MCL
3834,615,pan,MA,BF-MCL
3834,615,pan,MA,BF-MCL
3834,615,pan,MA,BF-MCL
3834,615,pan,MA,BF-MCL
3834,615,pan,MA,BF-MCL
3834,615,pan,MA,BF-MCL
3834,615,pan,MA,BF-MCL
3834,615,pan,MA,BF-MCL
3834,615,pan,MA,BF-MCL
1907,1,core,MA,panX
1881,1,core,MA,panX
1855,1,core,MA,panX
1978,1,core,MA,panX
1911,1,core,MA,panX
1894,1,core,MA,panX
1907,1,core,MA,panX
2002,1,core,MA,panX
1986,1,core,MA,panX
1960,1,core,MA,panX
1858,1,core,MA,panX
1904,1,core,MA,panX
1873,1,core,MA,panX
1953,1,core,MA,panX
1894,1,core,MA,panX
1932,1,core,MA,panX
1968,1,core,MA,panX
1914,1,core,MA,panX
1882,1,core,MA,panX
2007,1,core,MA,panX
1880,1,core,MA,panX
1856,1,core,MA,panX
1989,1,core,MA,panX
1986,1,core,MA,panX
1891,1,core,MA,panX
1922,1,core,MA,panX
1973,1,core,MA,panX
1921,1,core,MA,panX
1898,1,core,MA,panX
1863,1,core,MA,panX
1598,69,core,MA,panX
1603,69,core,MA,panX
1595,69,core,MA,panX
1594,69,core,MA,panX
1594,69,core,MA,panX
1588,69,core,MA,panX
1581,69,core,MA,panX
1594,69,core,MA,panX
1605,69,core,MA,panX
1588,69,core,MA,panX
1587,69,core,MA,panX
1604,69,core,MA,panX
1552,69,core,MA,panX
1606,69,core,MA,panX
1588,69,core,MA,panX
1603,69,core,MA,panX
1602,69,core,MA,panX
1587,69,core,MA,panX
1588,69,core,MA,panX
1596,69,core,MA,panX
1589,69,core,MA,panX
1594,69,core,MA,panX
1600,69,core,MA,panX
1610,69,core,MA,panX
1589,69,core,MA,panX
1611,69,core,MA,panX
1594,69,core,MA,panX
1593,69,core,MA,panX
1601,69,core,MA,panX
1591,69,core,MA,panX
1589,137,core,MA,panX
1594,137,core,MA,panX
1593,137,core,MA,panX
1593,137,core,MA,panX
1593,137,core,MA,panX
1594,137,core,MA,panX
1592,137,core,MA,panX
1596,137,core,MA,panX
1599,137,core,MA,panX
1597,137,core,MA,panX
1600,137,core,MA,panX
1588,137,core,MA,panX
1597,137,core,MA,panX
1595,137,core,MA,panX
1597,137,core,MA,panX
1596,137,core,MA,panX
1588,137,core,MA,panX
1591,137,core,MA,panX
1591,137,core,MA,panX
1590,137,core,MA,panX
1592,137,core,MA,panX
1595,137,core,MA,panX
1583,137,core,MA,panX
1587,137,core,MA,panX
1594,137,core,MA,panX
1586,137,core,MA,panX
1590,137,core,MA,panX
1598,137,core,MA,panX
1592,137,core,MA,panX
1595,137,core,MA,panX
1592,205,core,MA,panX
1601,205,core,MA,panX
1599,205,core,MA,panX
1596,205,core,MA,panX
1600,205,core,MA,panX
1591,205,core,MA,panX
1600,205,core,MA,panX
1596,205,core,MA,panX
1597,205,core,MA,panX
1599,205,core,MA,panX
1596,205,core,MA,panX
1591,205,core,MA,panX
1594,205,core,MA,panX
1594,205,core,MA,panX
1596,205,core,MA,panX
1598,205,core,MA,panX
1600,205,core,MA,panX
1600,205,core,MA,panX
1594,205,core,MA,panX
1594,205,core,MA,panX
1599,205,core,MA,panX
1601,205,core,MA,panX
1599,205,core,MA,panX
1598,205,core,MA,panX
1599,205,core,MA,panX
1593,205,core,MA,panX
1602,205,core,MA,panX
1596,205,core,MA,panX
1598,205,core,MA,panX
1591,205,core,MA,panX
1590,273,core,MA,panX
1593,273,core,MA,panX
1593,273,core,MA,panX
1596,273,core,MA,panX
1592,273,core,MA,panX
1595,273,core,MA,panX
1597,273,core,MA,panX
1598,273,core,MA,panX
1597,273,core,MA,panX
1597,273,core,MA,panX
1596,273,core,MA,panX
1595,273,core,MA,panX
1595,273,core,MA,panX
1595,273,core,MA,panX
1594,273,core,MA,panX
1599,273,core,MA,panX
1596,273,core,MA,panX
1599,273,core,MA,panX
1597,273,core,MA,panX
1597,273,core,MA,panX
1596,273,core,MA,panX
1599,273,core,MA,panX
1593,273,core,MA,panX
1596,273,core,MA,panX
1594,273,core,MA,panX
1595,273,core,MA,panX
1590,273,core,MA,panX
1594,273,core,MA,panX
1592,273,core,MA,panX
1596,273,core,MA,panX
1595,342,core,MA,panX
1594,342,core,MA,panX
1598,342,core,MA,panX
1593,342,core,MA,panX
1596,342,core,MA,panX
1602,342,core,MA,panX
1601,342,core,MA,panX
1596,342,core,MA,panX
1597,342,core,MA,panX
1593,342,core,MA,panX
1596,342,core,MA,panX
1597,342,core,MA,panX
1597,342,core,MA,panX
1598,342,core,MA,panX
1599,342,core,MA,panX
1594,342,core,MA,panX
1598,342,core,MA,panX
1595,342,core,MA,panX
1597,342,core,MA,panX
1598,342,core,MA,panX
1594,342,core,MA,panX
1598,342,core,MA,panX
1600,342,core,MA,panX
1595,342,core,MA,panX
1598,342,core,MA,panX
1599,342,core,MA,panX
1595,342,core,MA,panX
1598,342,core,MA,panX
1596,342,core,MA,panX
1598,342,core,MA,panX
1596,410,core,MA,panX
1597,410,core,MA,panX
1594,410,core,MA,panX
1595,410,core,MA,panX
1598,410,core,MA,panX
1593,410,core,MA,panX
1594,410,core,MA,panX
1599,410,core,MA,panX
1594,410,core,MA,panX
1597,410,core,MA,panX
1592,410,core,MA,panX
1593,410,core,MA,panX
1598,410,core,MA,panX
1597,410,core,MA,panX
1595,410,core,MA,panX
1599,410,core,MA,panX
1597,410,core,MA,panX
1597,410,core,MA,panX
1595,410,core,MA,panX
1599,410,core,MA,panX
1593,410,core,MA,panX
1597,410,core,MA,panX
1596,410,core,MA,panX
1598,410,core,MA,panX
1596,410,core,MA,panX
1597,410,core,MA,panX
1596,410,core,MA,panX
1594,410,core,MA,panX
1596,410,core,MA,panX
1596,410,core,MA,panX
1597,478,core,MA,panX
1597,478,core,MA,panX
1595,478,core,MA,panX
1595,478,core,MA,panX
1599,478,core,MA,panX
1596,478,core,MA,panX
1596,478,core,MA,panX
1596,478,core,MA,panX
1595,478,core,MA,panX
1595,478,core,MA,panX
1596,478,core,MA,panX
1595,478,core,MA,panX
1595,478,core,MA,panX
1595,478,core,MA,panX
1596,478,core,MA,panX
1597,478,core,MA,panX
1595,478,core,MA,panX
1595,478,core,MA,panX
1596,478,core,MA,panX
1596,478,core,MA,panX
1594,478,core,MA,panX
1597,478,core,MA,panX
1598,478,core,MA,panX
1596,478,core,MA,panX
1598,478,core,MA,panX
1596,478,core,MA,panX
1598,478,core,MA,panX
1598,478,core,MA,panX
1596,478,core,MA,panX
1597,478,core,MA,panX
1596,546,core,MA,panX
1596,546,core,MA,panX
1597,546,core,MA,panX
1598,546,core,MA,panX
1595,546,core,MA,panX
1594,546,core,MA,panX
1595,546,core,MA,panX
1598,546,core,MA,panX
1596,546,core,MA,panX
1597,546,core,MA,panX
1596,546,core,MA,panX
1595,546,core,MA,panX
1597,546,core,MA,panX
1598,546,core,MA,panX
1595,546,core,MA,panX
1597,546,core,MA,panX
1598,546,core,MA,panX
1597,546,core,MA,panX
1598,546,core,MA,panX
1596,546,core,MA,panX
1598,546,core,MA,panX
1596,546,core,MA,panX
1598,546,core,MA,panX
1597,546,core,MA,panX
1598,546,core,MA,panX
1597,546,core,MA,panX
1598,546,core,MA,panX
1598,546,core,MA,panX
1596,546,core,MA,panX
1596,546,core,MA,panX
1597,615,core,MA,panX
1597,615,core,MA,panX
1597,615,core,MA,panX
1597,615,core,MA,panX
1597,615,core,MA,panX
1597,615,core,MA,panX
1597,615,core,MA,panX
1597,615,core,MA,panX
1597,615,core,MA,panX
1597,615,core,MA,panX
1597,615,core,MA,panX
1597,615,core,MA,panX
1597,615,core,MA,panX
1597,615,core,MA,panX
1597,615,core,MA,panX
1597,615,core,MA,panX
1597,615,core,MA,panX
1597,615,core,MA,panX
1597,615,core,MA,panX
1597,615,core,MA,panX
1597,615,core,MA,panX
1597,615,core,MA,panX
1597,615,core,MA,panX
1597,615,core,MA,panX
1597,615,core,MA,panX
1597,615,core,MA,panX
1597,615,core,MA,panX
1597,615,core,MA,panX
1597,615,core,MA,panX
1597,615,core,MA,panX
1907,1,pan,MA,panX
1881,1,pan,MA,panX
1855,1,pan,MA,panX
1978,1,pan,MA,panX
1911,1,pan,MA,panX
1894,1,pan,MA,panX
1907,1,pan,MA,panX
2002,1,pan,MA,panX
1986,1,pan,MA,panX
1960,1,pan,MA,panX
1858,1,pan,MA,panX
1904,1,pan,MA,panX
1873,1,pan,MA,panX
1953,1,pan,MA,panX
1894,1,pan,MA,panX
1932,1,pan,MA,panX
1968,1,pan,MA,panX
1914,1,pan,MA,panX
1882,1,pan,MA,panX
2007,1,pan,MA,panX
1880,1,pan,MA,panX
1856,1,pan,MA,panX
1989,1,pan,MA,panX
1986,1,pan,MA,panX
1891,1,pan,MA,panX
1922,1,pan,MA,panX
1973,1,pan,MA,panX
1921,1,pan,MA,panX
1898,1,pan,MA,panX
1863,1,pan,MA,panX
3478,69,pan,MA,panX
3304,69,pan,MA,panX
3556,69,pan,MA,panX
3403,69,pan,MA,panX
3473,69,pan,MA,panX
3431,69,pan,MA,panX
3526,69,pan,MA,panX
3494,69,pan,MA,panX
3241,69,pan,MA,panX
3243,69,pan,MA,panX
3469,69,pan,MA,panX
3452,69,pan,MA,panX
3505,69,pan,MA,panX
3282,69,pan,MA,panX
3546,69,pan,MA,panX
3134,69,pan,MA,panX
3386,69,pan,MA,panX
3561,69,pan,MA,panX
3441,69,pan,MA,panX
3301,69,pan,MA,panX
3437,69,pan,MA,panX
3412,69,pan,MA,panX
3497,69,pan,MA,panX
3278,69,pan,MA,panX
3480,69,pan,MA,panX
3455,69,pan,MA,panX
3473,69,pan,MA,panX
3516,69,pan,MA,panX
3494,69,pan,MA,panX
3423,69,pan,MA,panX
3788,137,pan,MA,panX
3606,137,pan,MA,panX
3800,137,pan,MA,panX
3780,137,pan,MA,panX
3632,137,pan,MA,panX
3777,137,pan,MA,panX
3819,137,pan,MA,panX
3640,137,pan,MA,panX
3634,137,pan,MA,panX
3646,137,pan,MA,panX
3619,137,pan,MA,panX
3663,137,pan,MA,panX
3642,137,pan,MA,panX
3659,137,pan,MA,panX
3637,137,pan,MA,panX
3714,137,pan,MA,panX
3773,137,pan,MA,panX
3698,137,pan,MA,panX
3749,137,pan,MA,panX
3517,137,pan,MA,panX
3774,137,pan,MA,panX
3720,137,pan,MA,panX
3746,137,pan,MA,panX
3740,137,pan,MA,panX
3666,137,pan,MA,panX
3740,137,pan,MA,panX
3709,137,pan,MA,panX
3766,137,pan,MA,panX
3753,137,pan,MA,panX
3718,137,pan,MA,panX
3872,205,pan,MA,panX
3878,205,pan,MA,panX
3835,205,pan,MA,panX
3825,205,pan,MA,panX
3867,205,pan,MA,panX
3832,205,pan,MA,panX
3845,205,pan,MA,panX
3843,205,pan,MA,panX
3919,205,pan,MA,panX
3897,205,pan,MA,panX
3835,205,pan,MA,panX
3965,205,pan,MA,panX
3944,205,pan,MA,panX
3800,205,pan,MA,panX
3865,205,pan,MA,panX
3787,205,pan,MA,panX
3812,205,pan,MA,panX
3818,205,pan,MA,panX
3864,205,pan,MA,panX
3838,205,pan,MA,panX
3859,205,pan,MA,panX
3891,205,pan,MA,panX
3844,205,pan,MA,panX
3754,205,pan,MA,panX
3823,205,pan,MA,panX
3854,205,pan,MA,panX
3652,205,pan,MA,panX
3795,205,pan,MA,panX
3808,205,pan,MA,panX
3927,205,pan,MA,panX
3996,273,pan,MA,panX
3926,273,pan,MA,panX
3926,273,pan,MA,panX
3971,273,pan,MA,panX
3997,273,pan,MA,panX
3933,273,pan,MA,panX
3880,273,pan,MA,panX
3947,273,pan,MA,panX
3993,273,pan,MA,panX
3936,273,pan,MA,panX
3977,273,pan,MA,panX
4008,273,pan,MA,panX
3866,273,pan,MA,panX
3940,273,pan,MA,panX
3945,273,pan,MA,panX
3906,273,pan,MA,panX
3969,273,pan,MA,panX
3878,273,pan,MA,panX
3921,273,pan,MA,panX
3939,273,pan,MA,panX
3934,273,pan,MA,panX
3974,273,pan,MA,panX
3928,273,pan,MA,panX
3996,273,pan,MA,panX
3927,273,pan,MA,panX
3935,273,pan,MA,panX
3908,273,pan,MA,panX
4039,273,pan,MA,panX
3934,273,pan,MA,panX
3953,273,pan,MA,panX
4055,342,pan,MA,panX
4029,342,pan,MA,panX
4069,342,pan,MA,panX
4013,342,pan,MA,panX
4057,342,pan,MA,panX
4008,342,pan,MA,panX
4070,342,pan,MA,panX
4040,342,pan,MA,panX
4004,342,pan,MA,panX
3982,342,pan,MA,panX
4026,342,pan,MA,panX
4000,342,pan,MA,panX
3992,342,pan,MA,panX
4023,342,pan,MA,panX
4018,342,pan,MA,panX
3996,342,pan,MA,panX
4012,342,pan,MA,panX
4033,342,pan,MA,panX
3952,342,pan,MA,panX
4015,342,pan,MA,panX
4006,342,pan,MA,panX
3933,342,pan,MA,panX
4012,342,pan,MA,panX
4010,342,pan,MA,panX
4018,342,pan,MA,panX
4018,342,pan,MA,panX
4005,342,pan,MA,panX
4027,342,pan,MA,panX
4081,342,pan,MA,panX
3994,342,pan,MA,panX
4118,410,pan,MA,panX
4092,410,pan,MA,panX
4085,410,pan,MA,panX
4086,410,pan,MA,panX
4094,410,pan,MA,panX
4109,410,pan,MA,panX
4047,410,pan,MA,panX
4094,410,pan,MA,panX
4069,410,pan,MA,panX
4101,410,pan,MA,panX
4065,410,pan,MA,panX
4075,410,pan,MA,panX
4076,410,pan,MA,panX
4102,410,pan,MA,panX
4089,410,pan,MA,panX
4111,410,pan,MA,panX
4120,410,pan,MA,panX
4075,410,pan,MA,panX
4011,410,pan,MA,panX
4084,410,pan,MA,panX
4103,410,pan,MA,panX
4057,410,pan,MA,panX
4117,410,pan,MA,panX
4125,410,pan,MA,panX
4128,410,pan,MA,panX
4091,410,pan,MA,panX
4050,410,pan,MA,panX
4092,410,pan,MA,panX
4091,410,pan,MA,panX
4101,410,pan,MA,panX
4150,478,pan,MA,panX
4148,478,pan,MA,panX
4132,478,pan,MA,panX
4166,478,pan,MA,panX
4124,478,pan,MA,panX
4148,478,pan,MA,panX
